TimeStamp,Select enzymes Step,AMSA Wash Step
2018-10-04 22:54,6.95,''
2018-10-04 22:55,'',12.496
2018-10-04 23:10,7.104,''
2018-10-04 23:10,'',13.314
2018-10-04 23:26,7.125,''
2018-10-04 23:26,'',13.453
2018-10-04 23:41,7.163,''
2018-10-04 23:41,'',12.9
2018-10-04 23:57,7.134,''
2018-10-04 23:57,'',13.221
2018-10-05 00:12,6.874,''
2018-10-05 00:13,'',13.488
2018-10-05 00:28,6.878,''
2018-10-05 00:28,'',12.978
2018-10-05 00:44,6.95,''
2018-10-05 00:44,'',12.454
2018-10-05 00:59,7.513,''
2018-10-05 00:59,'',13.186
2018-10-05 01:15,7.406,''
2018-10-05 01:15,'',13.208
2018-10-05 01:30,7.367,''
2018-10-05 01:31,'',13.517
2018-10-05 01:46,7.232,''
2018-10-05 01:46,'',12.674
2018-10-05 02:02,7.353,''
2018-10-05 02:02,'',13.405
2018-10-05 02:17,7.639,''
2018-10-05 02:17,'',13.107
2018-10-05 02:33,7.037,''
2018-10-05 02:33,'',13.052
2018-10-05 02:48,7.386,''
2018-10-05 02:49,'',13.842
2018-10-05 03:04,6.813,''
2018-10-05 03:04,'',12.001
2018-10-05 03:19,7.4,''
2018-10-05 03:20,'',13.395
2018-10-05 03:35,7.293,''
2018-10-05 03:35,'',13.226
2018-10-05 03:51,7.919,''
2018-10-05 03:51,'',13.368
2018-10-05 04:06,6.806,''
2018-10-05 04:06,'',12.956
2018-10-05 04:22,7.287,''
2018-10-05 04:22,'',13.26
2018-10-05 04:37,6.584,''
2018-10-05 04:38,'',12.841
2018-10-05 04:53,7.09,''
2018-10-05 04:53,'',12.402
2018-10-05 05:09,7.445,''
2018-10-05 05:09,'',13.413
2018-10-05 05:24,7.058,''
2018-10-05 05:24,'',12.744
2018-10-05 05:40,7.316,''
2018-10-05 05:40,'',13.548
2018-10-05 05:55,7.177,''
2018-10-05 05:56,'',13.409
2018-10-05 06:11,7.042,''
2018-10-05 06:11,'',12.924
2018-10-05 06:27,7.253,''
2018-10-05 06:27,'',14.626
2018-10-05 06:42,7.333,''
2018-10-05 06:42,'',13.148
2018-10-05 06:58,7.619,''
2018-10-05 06:58,'',12.614
2018-10-05 07:13,6.981,''
2018-10-05 07:14,'',13.427
2018-10-05 07:29,7.17,''
2018-10-05 07:29,'',12.911
2018-10-05 07:45,7.645,''
2018-10-05 07:45,'',13.447
2018-10-05 08:00,7.843,''
2018-10-05 08:00,'',13.26
2018-10-05 08:16,7.183,''
2018-10-05 08:16,'',13.117
2018-10-05 08:31,7.481,''
2018-10-05 08:32,'',13.071
2018-10-05 08:47,7.286,''
2018-10-05 08:47,'',13.259
2018-10-05 09:03,7.864,''
2018-10-05 09:03,'',14.176
2018-10-05 09:18,7.364,''
2018-10-05 09:19,'',12.894
2018-10-05 09:34,7.202,''
2018-10-05 09:34,'',13.214
2018-10-05 09:49,7.1,''
2018-10-05 09:50,'',12.868
2018-10-05 10:05,7.459,''
2018-10-05 10:05,'',13.229
2018-10-05 10:21,6.793,''
2018-10-05 10:21,'',12.602
2018-10-05 10:36,7.195,''
2018-10-05 10:36,'',14.033
2018-10-05 10:52,6.579,''
2018-10-05 10:52,'',12.769
2018-10-05 11:07,7.527,''
2018-10-05 11:08,'',13.661
2018-10-05 11:23,7.164,''
2018-10-05 11:23,'',13.392
2018-10-05 11:39,6.802,''
2018-10-05 11:39,'',12.25
2018-10-05 11:54,7.52,''
2018-10-05 11:54,'',13.886
2018-10-05 12:10,7.355,''
2018-10-05 12:10,'',13.289
2018-10-05 12:25,6.715,''
2018-10-05 12:26,'',13.127
2018-10-05 12:41,7.493,''
2018-10-05 12:41,'',13.764
2018-10-05 12:57,6.757,''
2018-10-05 12:57,'',13.35
2018-10-05 13:12,7.687,''
2018-10-05 13:12,'',13.979
2018-10-05 13:28,6.893,''
2018-10-05 13:28,'',12.96
2018-10-05 13:43,7.553,''
2018-10-05 13:44,'',13.074
2018-10-05 13:59,7.21,''
2018-10-05 13:59,'',14.1
2018-10-05 14:15,7.436,''
2018-10-05 14:15,'',13.039
2018-10-05 14:30,6.892,''
2018-10-05 14:30,'',13.542
2018-10-05 14:46,6.801,''
2018-10-05 14:46,'',12.715
2018-10-05 15:01,6.846,''
2018-10-05 15:02,'',12.261
2018-10-05 15:17,7.355,''
2018-10-05 15:17,'',12.572
2018-10-05 15:33,8.092,''
2018-10-05 15:33,'',13.704
2018-10-05 15:48,7.491,''
2018-10-05 15:48,'',13.184
2018-10-05 16:04,9.572,''
2018-10-05 16:04,'',13.899
2018-10-05 16:20,7.395,''
2018-10-05 16:20,'',13.589
2018-10-05 16:35,6.552,''
2018-10-05 16:35,'',12.714
